"UNIQUE_ID","Occupation_42","ACT","DEGREE","insee_code","SEX","CURRENT_AGE","Familty_type","is_student","target"
45375,"csp_7_8","act2-1","DIPL11","53155","Male",66,"TYPEM4|4",FALSE,53.9284
45377,"csp_1_1","act1-1","DIPL13","53157","Female",54,"TYPEM4|1",FALSE,64.1494
45381,"csp_6_2","act1-1","DIPL13","53161","Male",55,"TYPEM4|1",FALSE,45.6168
45385,"csp_7_2","act2-1","DIPL14","53165","Female",72,"TYPEM1|2",FALSE,72.8118
45389,"csp_1_2","act1-1","DIPL15","53170","Male",30,"TYPEM4|2",FALSE,47.7399
45390,"csp_4_8","act1-1","DIPL13","53170","Male",46,"TYPEM1|1",FALSE,43.6522
45392,"csp_8_4","act2-2","DIPL15","53170","Female",21,"TYPEM3|2",TRUE,46.3407
45393,"csp_6_8","act1-1","DIPL12","53174","Male",18,"TYPEM4|2",TRUE,32.0236
45397,"csp_6_8","act1-1","DIPL13","53177","Male",47,"TYPEM4|1",FALSE,41.4366
45398,"csp_8_6","act2-4","DIPL13","53178","Female",65,"TYPEM4|4",FALSE,69.2563
45399,"csp_5_5","act1-2","DIPL2","53179","Female",40,"TYPEM4|2",FALSE,57.4919
45400,"csp_7_7","act2-1","DIPL11","53181","Female",83,"TYPEM1|2",FALSE,72.7077
45403,"csp_4_6","act1-1","DIPL16","53182","Male",29,"TYPEM4|1",FALSE,35.8018
45405,"csp_8_6","act2-1","DIPL14","53182","Female",78,"TYPEM1|2",FALSE,69.4416
45406,"csp_7_2","act2-1","DIPL11","53185","Male",87,"TYPEM4|4",FALSE,58.2885
45407,"csp_6_2","act1-1","DIPL13","53185","Male",55,"TYPEM4|1",FALSE,40.6902
45410,"csp_8_4","act2-2","DIPL18","53187","Male",24,"TYPEM4|4",TRUE,40.0526
45411,"csp_7_7","act2-1","DIPL3","53188","Female",97,"TYPEM2|0",FALSE,62.7927
45412,"csp_5_2","act1-1","DIPL15","53188","Female",29,"TYPEM4|1",FALSE,45.6512
45414,"csp_6_3","act1-1","DIPL13","53188","Male",61,"TYPEM4|2",FALSE,42.5301
45422,"csp_8_4","act2-2","DIPL12","53201","Female",19,"TYPEM4|1",TRUE,55.7973
45423,"csp_3_4","act1-1","DIPL18","53201","Female",52,"TYPEM4|1",FALSE,54.1628
45424,"csp_4_2","act1-1","DIPL14","53201","Male",36,"TYPEM4|2",FALSE,38.1277
45425,"csp_6_7","act1-1","DIPL13","53201","Male",37,"TYPEM3|1",FALSE,25.8358
45430,"csp_5_6","act1-1","DIPL13","53204","Male",40,"TYPEM4|1",FALSE,54.8352
45432,"csp_5_2","act1-1","DIPL14","53206","Male",58,"TYPEM1|1",FALSE,55.715
45433,"csp_7_7","act2-1","DIPL11","53207","Female",78,"TYPEM4|4",FALSE,65.1085
45434,"csp_4_5","act1-1","DIPL17","53207","Female",41,"TYPEM1|2",FALSE,61.206
45435,"csp_7_4","act2-1","DIPL13","53209","Female",65,"TYPEM4|4",FALSE,65.649
45436,"csp_7_5","act2-1","DIPL17","53209","Male",67,"TYPEM4|3",FALSE,52.0813
45439,"csp_7_4","act2-1","DIPL18","53211","Female",65,"TYPEM4|4",FALSE,65.491
45440,"csp_6_4","act1-1","DIPL13","53211","Male",63,"TYPEM4|1",FALSE,50.276
45442,"csp_4_5","act1-1","DIPL14","53212","Female",45,"TYPEM3|2",FALSE,52.9972
45446,"csp_8_6","act2-4","DIPL15","53213","Female",60,"TYPEM3|2",FALSE,67.0093
45447,"csp_7_7","act2-1","DIPL11","53215","Female",74,"TYPEM4|4",FALSE,65.194
45452,"csp_6_9","act1-1","DIPL2","53219","Male",29,"TYPEM4|1",FALSE,54.3267
45454,"csp_3_8","act1-1","DIPL16","53219","Male",49,"TYPEM4|1",FALSE,36.747
45455,"csp_6_2","act1-1","DIPL14","53220","Female",30,"TYPEM4|1",FALSE,44.7927
45457,"csp_4_3","act1-1","DIPL11","53222","Male",62,"TYPEM4|1",FALSE,53.1887
45458,"csp_5_2","act1-1","DIPL14","53226","Female",55,"TYPEM4|1",FALSE,65.3537
45461,"csp_3_5","act1-1","DIPL16","53229","Female",38,"TYPEM3|2",FALSE,51.3677
45463,"csp_5_3","act1-1","DIPL14","53229","Male",50,"TYPEM1|1",FALSE,48.8979
45464,"csp_7_5","act2-1","DIPL13","53232","Female",67,"TYPEM1|2",FALSE,68.4203
45467,"csp_7_4","act2-1","DIPL16","53241","Male",78,"TYPEM4|4",FALSE,56.8002
45469,"csp_1_1","act1-1","DIPL16","53243","Female",40,"TYPEM4|1",FALSE,56.2303
45471,"csp_6_3","act1-1","DIPL13","53245","Male",57,"TYPEM4|1",FALSE,46.9648
45475,"csp_2_2","act1-1","DIPL15","53246","Female",69,"TYPEM4|3",FALSE,40.5328
45476,"csp_3_7","act1-1","DIPL18","53246","Male",32,"TYPEM4|1",FALSE,42.1965
45478,"csp_7_8","act2-1","DIPL11","53247","Female",66,"TYPEM4|4",FALSE,63.2713
45481,"csp_7_7","act2-1","DIPL16","53248","Female",85,"TYPEM4|4",FALSE,62.9241
45483,"csp_8_4","act2-2","DIPL3","53251","Male",17,"TYPEM4|1",TRUE,43.6267
45484,"csp_5_2","act1-2","DIPL13","53251","Female",27,"TYPEM4|2",FALSE,46.9544
45485,"csp_8_4","act2-2","DIPL3","53253","Male",17,"TYPEM4|1",TRUE,43.4546
45488,"csp_4_8","act1-1","DIPL17","53253","Female",39,"TYPEM4|1",FALSE,55.634
45489,"csp_5_2","act1-1","DIPL13","53255","Female",63,"TYPEM1|2",FALSE,63.8896
45493,"csp_7_8","act2-1","DIPL2","53259","Male",80,"TYPEM4|4",FALSE,63.6467
45494,"csp_5_4","act1-1","DIPL17","53260","Female",44,"TYPEM4|1",FALSE,57.749
45496,"csp_6_8","act1-1","DIPL13","53262","Female",27,"TYPEM3|2",FALSE,40.3483
45499,"csp_5_2","act1-1","DIPL13","53267","Female",60,"TYPEM3|2",FALSE,57.3882
45502,"csp_7_1","act2-1","DIPL13","53269","Male",78,"TYPEM4|4",FALSE,57.2442
45503,"csp_7_8","act2-1","DIPL11","53270","Male",70,"TYPEM4|4",FALSE,55.3345
45504,"csp_7_5","act2-1","DIPL16","53271","Male",78,"TYPEM4|4",FALSE,56.7769
45507,"csp_7_5","act2-1","DIPL14","53272","Female",78,"TYPEM4|4",FALSE,70.5463
45510,"csp_8_5","act2-5","DIPL2","54001","Male",53,"TYPEM3|1",FALSE,50.6238
45511,"csp_8_4","act2-2","DIPL12","54002","Female",15,"TYPEM4|1",TRUE,53.3128
45513,"csp_6_7","act1-1","DIPL13","54006","Male",32,"TYPEM4|1",FALSE,32.7645
45514,"csp_8_5","act2-4","DIPL3","54007","Female",53,"TYPEM4|4",FALSE,69.0919
45515,"csp_4_6","act1-1","DIPL16","54009","Female",40,"TYPEM4|1",FALSE,44.5335
45517,"csp_8_4","act2-2","DIPL14","54011","Female",25,"TYPEM3|2",TRUE,41.9767
45518,"csp_7_5","act2-1","DIPL14","54014","Female",66,"TYPEM4|4",FALSE,64.2709
45523,"csp_7_2","act2-1","DIPL13","54020","Male",89,"TYPEM4|3",FALSE,53.5719
45524,"csp_7_8","act2-1","DIPL13","54021","Male",67,"TYPEM1|1",FALSE,52.6318
45525,"csp_4_5","act1-1","DIPL14","54021","Female",53,"TYPEM1|2",FALSE,66.05
45526,"csp_5_5","act1-1","DIPL14","54024","Male",45,"TYPEM4|1",FALSE,46.4279
45528,"csp_1_1","act1-1","DIPL11","54028","Female",61,"TYPEM4|3",FALSE,60.1081
45529,"csp_4_2","act1-1","DIPL12","54028","Female",56,"TYPEM4|1",FALSE,62.0638
45530,"csp_7_8","act2-1","DIPL2","54028","Female",85,"TYPEM1|2",FALSE,74.558
45531,"csp_7_8","act2-1","DIPL11","54028","Male",70,"TYPEM4|3",FALSE,47.7852
45533,"csp_8_6","act2-4","DIPL11","54029","Female",87,"TYPEM1|2",FALSE,75.0962
45534,"csp_7_4","act2-1","DIPL12","54029","Male",65,"TYPEM4|3",FALSE,59.5385
45536,"csp_5_2","act1-1","DIPL14","54029","Female",49,"TYPEM4|1",FALSE,53.2655
45543,"csp_5_6","act1-1","DIPL15","54038","Female",59,"TYPEM4|3",FALSE,45.4183
45544,"csp_8_4","act2-2","DIPL12","54039","Male",19,"TYPEM4|1",TRUE,44.4258
45545,"csp_5_5","act1-1","DIPL14","54039","Female",22,"TYPEM4|1",TRUE,36.6911
45546,"csp_7_8","act2-1","DIPL1","54039","Female",82,"TYPEM4|4",FALSE,65.9385
45547,"csp_7_7","act2-1","DIPL11","54039","Female",75,"TYPEM4|4",FALSE,61.6021
45548,"csp_7_8","act2-1","DIPL13","54039","Female",83,"TYPEM1|2",FALSE,67.9949
45550,"csp_7_7","act2-1","DIPL12","54039","Male",70,"TYPEM4|4",FALSE,57.5363
45551,"csp_3_7","act1-1","DIPL16","54039","Male",34,"TYPEM4|1",FALSE,32.4657
45552,"csp_8_5","act2-5","DIPL15","54040","Male",42,"TYPEM4|4",FALSE,49.0981
45553,"csp_5_2","act1-1","DIPL16","54040","Female",27,"TYPEM4|1",FALSE,40.8514
45554,"csp_6_8","act1-1","DIPL12","54040","Female",47,"TYPEM4|1",FALSE,60.2638
45555,"csp_5_5","act1-1","DIPL13","54040","Female",44,"TYPEM1|2",FALSE,50.4151
45556,"csp_8_4","act2-2","DIPL3","54041","Male",17,"TYPEM4|1",TRUE,40.0138
45561,"csp_8_5","act2-5","DIPL13","54043","Male",56,"TYPEM4|4",FALSE,53.2991
45562,"csp_7_5","act2-1","DIPL12","54043","Male",62,"TYPEM4|4",FALSE,60.1603
45563,"csp_3_3","act1-1","DIPL18","54044","Male",57,"TYPEM4|1",FALSE,53.5925
45565,"csp_3_1","act1-1","DIPL13","54047","Male",35,"TYPEM1|1",FALSE,44.3477
45566,"csp_7_5","act2-1","DIPL13","54048","Male",72,"TYPEM4|4",FALSE,52.8556
45567,"csp_7_8","act2-1","DIPL13","54049","Male",64,"TYPEM4|4",FALSE,48.7973
45569,"csp_6_3","act1-1","DIPL13","54051","Female",48,"TYPEM4|3",FALSE,48.2414
45570,"csp_8_6","act2-4","DIPL11","54054","Female",63,"TYPEM4|4",FALSE,66.0286
45572,"csp_6_4","act1-1","DIPL13","54054","Male",42,"TYPEM1|1",FALSE,33.4944
45577,"csp_2_2","act1-1","DIPL16","54064","Male",38,"TYPEM4|2",FALSE,21.6305
45584,"csp_4_3","act1-1","DIPL17","54069","Female",30,"TYPEM4|3",FALSE,45.6376
45586,"csp_7_5","act2-1","DIPL13","54071","Male",57,"TYPEM4|4",FALSE,52.4351
45587,"csp_5_5","act1-2","DIPL13","54073","Female",49,"TYPEM3|2",FALSE,51.7019
45588,"csp_5_4","act1-1","DIPL16","54073","Female",33,"TYPEM4|1",FALSE,43.4225
45591,"csp_7_8","act2-1","DIPL13","54076","Female",61,"TYPEM4|4",FALSE,57.9031
45593,"csp_6_3","act1-2","DIPL13","54079","Male",30,"TYPEM4|4",FALSE,31.6239
45594,"csp_8_5","act2-5","DIPL11","54079","Male",60,"TYPEM1|1",FALSE,52.9084
45595,"csp_7_7","act2-1","DIPL11","54079","Female",77,"TYPEM4|4",FALSE,62.6136
45596,"csp_4_7","act1-1","DIPL16","54079","Male",25,"TYPEM2|0",FALSE,20.4584
45601,"csp_6_2","act1-1","DIPL15","54084","Male",26,"TYPEM4|1",FALSE,24.7696
45604,"csp_6_5","act1-1","DIPL13","54085","Male",32,"TYPEM3|2",FALSE,27.1976
45605,"csp_7_7","act2-1","DIPL13","54086","Female",86,"TYPEM4|4",FALSE,62.1843
45606,"csp_8_5","act2-5","DIPL18","54088","Male",49,"TYPEM1|1",FALSE,57.0271
45608,"csp_5_4","act1-1","DIPL16","54089","Male",42,"TYPEM4|1",FALSE,37.3846
45609,"csp_8_4","act2-2","DIPL12","54089","Female",18,"TYPEM4|1",TRUE,53.2731
45611,"csp_5_2","act1-1","DIPL14","54090","Female",56,"TYPEM4|3",FALSE,44.0533
45612,"csp_4_7","act1-1","DIPL18","54090","Female",27,"TYPEM4|1",FALSE,48.1956
45613,"csp_6_3","act1-1","DIPL13","54090","Male",37,"TYPEM4|2",FALSE,33.7581
45614,"csp_7_2","act2-1","DIPL11","54090","Female",85,"TYPEM4|4",FALSE,64.9089
45615,"csp_7_5","act2-1","DIPL16","54091","Female",86,"TYPEM1|2",FALSE,67.1988
45616,"csp_8_4","act2-2","DIPL12","54094","Female",15,"TYPEM4|1",TRUE,53.3149
45617,"csp_8_4","act2-2","DIPL14","54097","Female",17,"TYPEM3|2",TRUE,42.8348
45618,"csp_5_4","act1-1","DIPL14","54097","Female",39,"TYPEM4|1",FALSE,52.6372
45619,"csp_7_8","act2-1","DIPL3","54099","Male",66,"TYPEM4|3",FALSE,58.1175
45620,"csp_2_2","act1-1","DIPL13","54099","Female",58,"TYPEM4|1",FALSE,45.7184
45622,"csp_5_6","act1-1","DIPL3","54099","Female",31,"TYPEM4|1",FALSE,64.246
45624,"csp_7_8","act2-1","DIPL13","54099","Female",84,"TYPEM4|4",FALSE,65.6292
45626,"csp_5_5","act1-1","DIPL15","54099","Female",26,"TYPEM4|1",FALSE,48.7138
45627,"csp_6_5","act1-1","DIPL16","54099","Male",30,"TYPEM4|1",FALSE,32.3566
45630,"csp_8_5","act2-5","DIPL13","54100","Male",21,"TYPEM4|3",FALSE,45.0638
45631,"csp_7_7","act2-1","DIPL13","54100","Female",88,"TYPEM1|2",FALSE,67.1261
45634,"csp_6_5","act1-1","DIPL13","54105","Male",57,"TYPEM4|1",FALSE,34.4659
45636,"csp_7_7","act2-1","DIPL11","54109","Female",87,"TYPEM1|2",FALSE,67.8579
45637,"csp_8_4","act2-2","DIPL16","54109","Female",23,"TYPEM2|0",TRUE,29.5481
45638,"csp_5_6","act1-1","DIPL13","54110","Female",22,"TYPEM1|2",FALSE,50.0881
45640,"csp_8_4","act2-2","DIPL18","54111","Female",30,"TYPEM1|2",TRUE,46.4895
45641,"csp_7_7","act2-1","DIPL11","54111","Male",66,"TYPEM4|4",FALSE,51.0605
45643,"csp_4_8","act1-1","DIPL17","54112","Male",25,"TYPEM4|1",FALSE,34.2069
45647,"csp_5_6","act1-1","DIPL1","54115","Female",33,"TYPEM4|1",FALSE,58.8702
45649,"csp_2_2","act1-1","DIPL17","54115","Male",60,"TYPEM4|1",FALSE,30.6885
45650,"csp_5_4","act1-1","DIPL13","54115","Female",36,"TYPEM4|1",FALSE,49.7102
45657,"csp_8_4","act2-2","DIPL3","54115","Female",15,"TYPEM4|1",TRUE,46.7958
45659,"csp_8_5","act2-4","DIPL15","54115","Female",44,"TYPEM4|2",FALSE,62.967
45663,"csp_6_2","act1-1","DIPL13","54116","Male",52,"TYPEM4|1",FALSE,36.0282
45664,"csp_4_2","act1-1","DIPL13","54120","Female",60,"TYPEM4|3",FALSE,47.0759
45665,"csp_7_5","act2-1","DIPL13","54120","Male",73,"TYPEM4|4",FALSE,53.0036
45670,"csp_7_5","act2-1","DIPL13","54123","Male",70,"TYPEM4|4",FALSE,52.7243
45671,"csp_3_1","act1-1","DIPL18","54123","Female",28,"TYPEM4|1",FALSE,48.9938
45672,"csp_8_4","act2-2","DIPL12","54127","Male",16,"TYPEM4|1",TRUE,43.5308
45673,"csp_8_5","act2-4","DIPL2","54127","Female",28,"TYPEM4|4",FALSE,62.4743
45675,"csp_7_5","act2-1","DIPL13","54129","Male",72,"TYPEM4|4",FALSE,54.072
45677,"csp_7_5","act2-1","DIPL13","54129","Male",74,"TYPEM4|4",FALSE,54.6589
45680,"csp_8_4","act2-2","DIPL14","54133","Female",19,"TYPEM1|2",TRUE,47.5427
45682,"csp_3_8","act1-1","DIPL18","54134","Male",41,"TYPEM4|1",FALSE,46.4971
45683,"csp_8_6","act2-4","DIPL11","54135","Female",84,"TYPEM4|4",FALSE,71.5863
45685,"csp_4_6","act1-1","DIPL15","54136","Female",42,"TYPEM4|1",FALSE,48.1003
45686,"csp_7_8","act2-1","DIPL11","54136","Female",68,"TYPEM4|4",FALSE,60.6367
45688,"csp_7_5","act2-1","DIPL11","54136","Female",85,"TYPEM4|4",FALSE,65.6045
45690,"csp_7_7","act2-1","DIPL11","54136","Male",65,"TYPEM4|3",FALSE,48.4027
45692,"csp_8_6","act2-5","DIPL2","54137","Female",82,"TYPEM4|4",FALSE,71.3899
45694,"csp_5_6","act1-1","DIPL3","54138","Male",56,"TYPEM4|1",FALSE,54.9506
45696,"csp_6_3","act1-1","DIPL13","54138","Male",27,"TYPEM1|1",FALSE,32.9246
45697,"csp_8_5","act2-4","DIPL13","54138","Female",25,"TYPEM4|2",FALSE,54.883
45698,"csp_8_4","act2-2","DIPL12","54140","Male",18,"TYPEM3|2",TRUE,41.6986
45699,"csp_4_6","act1-1","DIPL17","54141","Female",50,"TYPEM1|2",FALSE,51.5079
45701,"csp_7_8","act2-1","DIPL13","54143","Male",78,"TYPEM4|4",FALSE,50.6664
45703,"csp_4_3","act1-1","DIPL14","54145","Male",24,"TYPEM2|0",FALSE,34.0656
45705,"csp_6_7","act1-1","DIPL13","54150","Male",62,"TYPEM4|1",FALSE,36.8152
45706,"csp_6_3","act1-1","DIPL13","54150","Male",55,"TYPEM4|2",FALSE,33.6961
45707,"csp_4_6","act1-1","DIPL14","54150","Female",55,"TYPEM3|2",FALSE,40.7339
45708,"csp_7_7","act2-1","DIPL12","54150","Female",95,"TYPEM1|2",FALSE,73.3176
45709,"csp_8_5","act2-5","DIPL13","54151","Female",28,"TYPEM4|2",FALSE,51.1588
45711,"csp_8_5","act2-5","DIPL3","54152","Male",15,"TYPEM3|2",TRUE,49.7352
45713,"csp_7_8","act2-1","DIPL2","54155","Female",79,"TYPEM1|2",FALSE,73.4607
45715,"csp_8_5","act2-5","DIPL18","54157","Female",44,"TYPEM4|4",FALSE,61.6863
45716,"csp_8_1","act1-2","DIPL18","54157","Female",27,"TYPEM4|1",FALSE,55.3571
45722,"csp_3_8","act1-1","DIPL18","54159","Male",28,"TYPEM4|1",FALSE,42.9576
45724,"csp_2_1","act1-1","DIPL3","54159","Female",51,"TYPEM3|2",FALSE,59.3579
45726,"csp_8_6","act2-4","DIPL13","54159","Female",62,"TYPEM4|4",FALSE,64.9499
45727,"csp_1_2","act1-1","DIPL13","54159","Female",55,"TYPEM4|1",FALSE,58.4494
45729,"csp_7_8","act2-1","DIPL2","54159","Male",69,"TYPEM4|4",FALSE,59.0734
45730,"csp_3_7","act1-1","DIPL18","54161","Male",53,"TYPEM4|2",FALSE,37.1434
45731,"csp_2_2","act1-2","DIPL1","54162","Female",32,"TYPEM4|2",FALSE,33.3116
45733,"csp_8_5","act2-4","DIPL1","54162","Female",32,"TYPEM4|2",FALSE,56.9271
45736,"csp_8_1","act1-2","DIPL14","54167","Female",50,"TYPEM4|3",FALSE,56.1455
45738,"csp_5_4","act1-1","DIPL13","54169","Female",50,"TYPEM4|1",FALSE,53.5046
45739,"csp_5_5","act1-1","DIPL3","54172","Male",48,"TYPEM3|2",FALSE,36.8536
45741,"csp_8_6","act2-4","DIPL18","54174","Male",61,"TYPEM4|3",FALSE,56.9821
45744,"csp_5_4","act1-1","DIPL14","54176","Female",23,"TYPEM3|1",TRUE,20.7803
45748,"csp_8_5","act2-4","DIPL18","54181","Female",53,"TYPEM4|2",FALSE,68.626
45749,"csp_5_2","act1-1","DIPL14","54184","Female",44,"TYPEM4|1",FALSE,45.3333
45751,"csp_6_3","act1-1","DIPL13","54184","Male",30,"TYPEM4|1",FALSE,33.3924
45752,"csp_8_5","act2-2","DIPL3","54184","Female",15,"TYPEM3|2",TRUE,42.9598
45753,"csp_4_6","act1-1","DIPL13","54184","Male",51,"TYPEM4|1",FALSE,42.9637
45755,"csp_6_2","act1-2","DIPL13","54184","Male",24,"TYPEM3|1",FALSE,24.7934
45756,"csp_6_3","act1-1","DIPL13","54184","Male",53,"TYPEM1|1",FALSE,41.338
45757,"csp_7_5","act2-1","DIPL13","54184","Male",90,"TYPEM1|1",FALSE,57.0177
45758,"csp_7_7","act2-1","DIPL12","54184","Female",66,"TYPEM4|4",FALSE,65.1545
45760,"csp_5_5","act1-1","DIPL15","54184","Female",41,"TYPEM3|2",FALSE,42.0049
45764,"csp_7_8","act2-1","DIPL3","54186","Female",88,"TYPEM1|2",FALSE,67.949
45769,"csp_7_4","act2-1","DIPL15","54195","Female",72,"TYPEM1|2",FALSE,68.7237
45770,"csp_2_2","act1-1","DIPL13","54196","Male",81,"TYPEM2|0",FALSE,26.308
45773,"csp_7_5","act2-1","DIPL16","54197","Female",68,"TYPEM4|4",FALSE,61.2525
45774,"csp_7_5","act2-1","DIPL15","54197","Female",78,"TYPEM4|4",FALSE,65.0357
45775,"csp_8_5","act2-4","DIPL13","54197","Female",49,"TYPEM4|4",FALSE,59.6515
45778,"csp_7_1","act2-1","DIPL3","54203","Female",85,"TYPEM1|2",FALSE,70.1487
45779,"csp_1_3","act1-1","DIPL16","54205","Male",42,"TYPEM4|1",FALSE,43.7198
45780,"csp_8_4","act2-2","DIPL11","54205","Male",15,"TYPEM4|1",TRUE,34.3956
45781,"csp_4_6","act1-1","DIPL14","54205","Female",55,"TYPEM4|1",FALSE,52.0387
45782,"csp_5_6","act1-1","DIPL13","54205","Female",43,"TYPEM4|1",FALSE,50.0303
45785,"csp_7_8","act2-1","DIPL1","54212","Female",74,"TYPEM1|2",FALSE,65.6659
45787,"csp_7_7","act2-1","DIPL2","54214","Female",79,"TYPEM1|2",FALSE,73.5094
45789,"csp_8_4","act2-2","DIPL12","54215","Female",19,"TYPEM4|1",TRUE,53.1303
45791,"csp_7_7","act2-1","DIPL2","54215","Male",89,"TYPEM4|4",FALSE,59.7416
45795,"csp_4_3","act1-1","DIPL16","54216","Female",40,"TYPEM1|2",FALSE,45.7584
45796,"csp_7_7","act2-1","DIPL13","54222","Female",74,"TYPEM1|2",FALSE,65.7717
45797,"csp_6_8","act1-1","DIPL14","54222","Female",29,"TYPEM4|1",FALSE,51.3414
45802,"csp_3_5","act1-1","DIPL17","54227","Male",52,"TYPEM1|1",FALSE,45.9618
45806,"csp_8_6","act2-5","DIPL2","54232","Female",71,"TYPEM1|2",FALSE,72.2841
45807,"csp_7_7","act2-1","DIPL17","54232","Male",67,"TYPEM4|4",FALSE,48.959
45808,"csp_7_8","act2-1","DIPL11","54234","Female",73,"TYPEM4|4",FALSE,60.195
45809,"csp_8_5","act2-4","DIPL17","54234","Female",37,"TYPEM4|4",FALSE,58.0262
45811,"csp_6_5","act1-1","DIPL12","54235","Male",21,"TYPEM4|2",FALSE,38.1965
45812,"csp_7_8","act2-1","DIPL15","54237","Male",68,"TYPEM1|1",FALSE,53.594
45813,"csp_8_6","act2-1","DIPL17","54245","Male",63,"TYPEM4|3",FALSE,49.117
45815,"csp_2_1","act1-1","DIPL13","54247","Female",32,"TYPEM4|1",FALSE,53.0379
45817,"csp_8_5","act2-4","DIPL13","54251","Female",40,"TYPEM4|2",FALSE,57.7618
45818,"csp_2_1","act1-1","DIPL13","54252","Male",50,"TYPEM4|2",FALSE,41.2905
45819,"csp_5_5","act1-1","DIPL14","54253","Male",29,"TYPEM4|1",FALSE,47.2418
45820,"csp_4_3","act1-1","DIPL17","54253","Female",55,"TYPEM4|3",FALSE,53.9537
45821,"csp_5_4","act1-2","DIPL14","54253","Male",46,"TYPEM4|3",FALSE,49.0835
45822,"csp_8_4","act2-2","DIPL12","54254","Female",16,"TYPEM4|2",TRUE,48.5079
45823,"csp_6_3","act1-2","DIPL2","54254","Male",53,"TYPEM1|1",FALSE,52.2174
45824,"csp_8_5","act2-4","DIPL16","54254","Female",53,"TYPEM4|2",FALSE,62.5821
45827,"csp_5_4","act1-1","DIPL16","54254","Female",37,"TYPEM4|1",FALSE,49.9373
45830,"csp_5_4","act1-2","DIPL16","54255","Female",35,"TYPEM4|2",FALSE,43.5328
45832,"csp_6_8","act1-1","DIPL13","54257","Male",26,"TYPEM1|1",FALSE,26.2406
45835,"csp_5_5","act1-1","DIPL13","54257","Female",56,"TYPEM4|3",FALSE,49.228
45836,"csp_6_3","act1-1","DIPL15","54257","Male",42,"TYPEM1|1",FALSE,30.3157
45839,"csp_6_9","act1-1","DIPL14","54257","Male",17,"TYPEM4|1",TRUE,18.5915
45843,"csp_8_4","act2-2","DIPL14","54260","Male",20,"TYPEM2|0",TRUE,28.6107
45845,"csp_6_2","act1-1","DIPL13","54261","Male",42,"TYPEM4|1",FALSE,35.4619
45847,"csp_4_6","act1-1","DIPL14","54261","Female",59,"TYPEM4|1",FALSE,51.6403
45849,"csp_4_6","act1-1","DIPL16","54263","Male",26,"TYPEM4|1",FALSE,34.6358
45855,"csp_4_6","act1-1","DIPL13","54263","Male",34,"TYPEM4|1",FALSE,43.0304
45856,"csp_6_5","act1-1","DIPL13","54263","Male",54,"TYPEM4|1",FALSE,41.372
45857,"csp_3_3","act1-1","DIPL16","54263","Female",56,"TYPEM4|1",FALSE,41.8719
45858,"csp_8_5","act2-5","DIPL12","54264","Female",29,"TYPEM1|2",FALSE,64.0518
45859,"csp_7_2","act2-1","DIPL3","54265","Female",79,"TYPEM4|4",FALSE,69.8547
45860,"csp_4_3","act1-1","DIPL16","54265","Female",28,"TYPEM4|1",FALSE,41.0172
45861,"csp_3_5","act1-1","DIPL18","54266","Male",53,"TYPEM4|1",FALSE,36.3476
45864,"csp_8_5","act2-5","DIPL13","54270","Female",42,"TYPEM4|4",FALSE,58.1919
45865,"csp_6_3","act1-2","DIPL13","54270","Male",22,"TYPEM4|2",FALSE,30.7188
45868,"csp_8_4","act2-2","DIPL14","54270","Male",19,"TYPEM1|1",TRUE,38.3971
45869,"csp_3_4","act1-1","DIPL18","54270","Female",41,"TYPEM4|1",FALSE,44.9119
45870,"csp_8_4","act2-2","DIPL3","54272","Male",15,"TYPEM3|2",FALSE,38.6607
45872,"csp_8_4","act2-2","DIPL14","54273","Female",17,"TYPEM1|2",TRUE,48.0819
45873,"csp_6_4","act1-1","DIPL14","54273","Male",55,"TYPEM3|1",FALSE,34.5597
45875,"csp_7_7","act2-1","DIPL2","54273","Female",80,"TYPEM4|4",FALSE,69.0871
45877,"csp_7_7","act2-1","DIPL11","54273","Female",69,"TYPEM1|2",FALSE,63.0639
45878,"csp_4_6","act1-2","DIPL16","54273","Female",21,"TYPEM4|2",FALSE,39.0697
45879,"csp_4_7","act1-1","DIPL16","54273","Male",43,"TYPEM4|1",FALSE,44.164
45883,"csp_4_7","act1-1","DIPL14","54273","Male",20,"TYPEM4|1",TRUE,28.5135
45887,"csp_4_3","act1-1","DIPL13","54273","Male",52,"TYPEM4|1",FALSE,38.6435
45888,"csp_3_8","act1-1","DIPL18","54273","Female",41,"TYPEM4|1",FALSE,49.9516
45889,"csp_7_5","act2-1","DIPL14","54274","Male",62,"TYPEM4|3",FALSE,53.4515
45890,"csp_6_8","act1-2","DIPL14","54274","Male",21,"TYPEM1|1",FALSE,36.3476
45893,"csp_4_6","act1-1","DIPL15","54274","Male",31,"TYPEM4|1",FALSE,39.4272
45897,"csp_7_7","act2-1","DIPL12","54274","Female",77,"TYPEM4|4",FALSE,68.9754
45899,"csp_7_7","act2-1","DIPL12","54274","Female",72,"TYPEM4|4",FALSE,67.3628
45901,"csp_6_3","act1-2","DIPL13","54274","Male",45,"TYPEM1|1",FALSE,41.227
45904,"csp_3_7","act1-1","DIPL12","54276","Male",40,"TYPEM4|2",FALSE,36.4212
45905,"csp_5_4","act1-1","DIPL16","54277","Female",32,"TYPEM4|1",FALSE,41.5823
45906,"csp_7_7","act2-1","DIPL13","54279","Male",58,"TYPEM4|3",FALSE,48.6843
45907,"csp_8_4","act2-2","DIPL14","54280","Female",22,"TYPEM2|0",TRUE,37.2178
