"UNIQUE_ID","work_description","WORK_CONDITION","activity_sector","job_category","Employer_type","job_dep","TERMS_OF_EMP","pay","Employee_count","working_hours"
51176,"652b","P","HZ","O","ct_9","59","CDD",37335,"tr_5",1227
51177,"627a","C","CB","O","ct_9","59","CDI",15927,"tr_3",1859
51181,"341a","C","PZ","O","ct_1","59","AUT",34731,"tr_5",1838
51188,"564b","C","SZ","O","ct_8","75","CDI",68850,"tr_1",1820
51189,"478a","C","NZ","O","ct_9","92","CDI",23254,"tr_5",1820
51193,"563c","C","TZ","O","ct_7","59","CDI",1689,"tr_0",233
51200,"563b","P","OZ","O","ct_2","59","CDI",3111,"tr_3",418
51206,"563a","D","QB","O","ct_7","59","CDI",8891,"tr_1",2285
51211,"451a","C","HZ","O","ct_9","59","CDI",20307,"tr_6",1809
51212,"551a","P","GZ","O","ct_9","59","CDI",9227,"tr_5",787
51217,"526a","C","QB","O","ct_3","59","CDD",4737,"tr_5",429
51223,"451a","C","HZ","O","ct_9","59","CDI",21505,"tr_6",1824
51227,"374b","P","GZ","O","ct_9","59","CDI",33533,"tr_4",1656
51232,"462b","C","GZ","O","ct_9","59","CDI",32544,"tr_4",2292
51234,"431f","C","QA","O","ct_3","59","AUT",25240,"tr_6",2028
51236,"333e","C","OZ","O","ct_5","59","CDI",66160,"tr_4",1820
51240,"625f","C","CA","O","ct_9","59","CDI",21566,"tr_3",1927
51245,"373d","P","MA","O","ct_9","59","CDI",38719,"tr_5",1655
51250,"545d","P","OZ","O","ct_8","59","CDI",4598,"tr_5",297
51262,"554a","C","CA","O","ct_9","59","CDI",14544,"tr_1",1805
51271,"386e","C","CM","O","ct_9","59","CDI",32475,"tr_1",1753
51275,"552a","P","GZ","O","ct_9","59","CDI",17199,"tr_6",1674
51279,"421b","P","PZ","O","ct_8","59","CDI",19440,"tr_2",1444
51287,"353c","C","JA","O","ct_8","59","CDI",27041,"tr_4",1803
51292,"627a","C","CG","O","ct_9","62","CDI",18200,"tr_4",1604
51295,"431f","P","QB","O","ct_8","59","CDI",10291,"tr_3",910
51297,"472a","C","MA","O","ct_9","59","CDI",21977,"tr_3",2207
51300,"643a","C","HZ","O","ct_9","59","CDI",22476,"tr_6",1917
51303,"525d","P","QB","X","ct_8","59","AUT",6890,"tr_3",774
51306,"542a","C","QA","O","ct_8","59","CDI",20116,"tr_4",1820
51308,"374a","C","GZ","O","ct_9","59","CDI",50349,"tr_6",2500
51323,"461c","C","CH","O","ct_9","59","CDI",25621,"tr_6",1815
51324,"371a","C","HZ","O","ct_5","59","AUT",73149,"tr_6",1857
51328,"479b","C","MA","O","ct_9","59","CDI",12255,"tr_6",1200
51332,"543f","C","NZ","O","ct_9","59","CDD",15951,"tr_1",1820
51341,"472c","C","FZ","O","ct_9","59","CDI",46730,"tr_3",1820
51344,"463e","C","GZ","O","ct_9","59","CDI",16161,"tr_3",1213
51352,"676c","C","CG","O","ct_9","62","CDI",17966,"tr_6",2128
51353,"524b","C","OZ","O","ct_1","59","AUT",24475,"tr_5",1820
51358,"463e","C","LZ","O","ct_9","59","CDI",39259,"tr_1",2200
51359,"526b","C","QA","O","ct_6","59","CDI",19076,"tr_1",1820
51361,"684a","C","QB","O","ct_8","59","CDI",17839,"tr_5",1820
51365,"563a","D","QB","O","ct_7","59","CDI",5813,"tr_1",1781
51368,"375a","C","MC","O","ct_9","59","CDI",28729,"tr_4",1799
51369,"388c","C","FZ","O","ct_9","59","CDI",35872,"tr_5",1672
51370,"523b","P","OZ","O","ct_1","59","AUT",12929,"tr_6",916
51377,"524c","P","QB","X","ct_2","59","AUT",8061,"tr_2",1147
51379,"543h","C","CJ","A","ct_9","92","APP",12338,"tr_6",1274
51380,"525d","C","QA","O","ct_9","59","CDI",15467,"tr_5",1820
51382,"526a","C","QB","O","ct_8","59","CDI",22828,"tr_3",1854
51391,"641b","C","HZ","O","ct_9","59","CDD",24957,"tr_6",1909
51392,"374a","C","GZ","O","ct_9","59","CDI",35788,"tr_2",2180
51394,"674a","C","CG","O","ct_9","59","CDI",10948,"tr_6",1402
51397,"524c","P","OZ","X","ct_2","59","AUT",7556,"tr_2",1018
51400,"461c","C","CE","O","ct_9","59","CDI",34316,"tr_4",2047
51411,"643a","P","GZ","O","ct_9","59","CDI",9718,"tr_1",960
51412,"526a","P","QA","O","ct_8","59","CDI",13126,"tr_6",1077
51418,"674c","C","CA","O","ct_9","59","CDD",19899,"tr_5",447
51420,"478b","C","KZ","O","ct_9","59","CDI",35308,"tr_6",2200
51425,"388a","C","GZ","O","ct_9","59","CDI",49242,"tr_3",1771
51426,"675c","C","NZ","O","ct_8","59","CDI",17067,"tr_6",1853
51430,"464b","C","GZ","O","ct_9","59","CDI",15329,"tr_1",1624
51431,"625b","C","CA","O","ct_9","59","CDI",10614,"tr_6",1548
51440,"433d","C","GZ","O","ct_9","59","CDI",24729,"tr_0",1819
51441,"561c","P","IZ","O","ct_9","59","CDI",8352,"tr_3",925
51450,"641a","C","HZ","O","ct_9","59","CDI",20810,"tr_1",2270
51453,"376f","C","OZ","O","ct_8","59","CDI",32833,"tr_4",1848
51467,"434d","C","QB","O","ct_8","59","CDI",21627,"tr_3",1820
51470,"632a","C","FZ","O","ct_9","59","CDI",25774,"tr_3",1599
51478,"634d","C","MC","O","ct_9","59","CDI",9808,"tr_3",1221
51483,"653a","C","CL","O","ct_9","59","CDI",18805,"tr_6",1820
51493,"676c","C","MC","O","ct_9","59","CDI",21872,"tr_1",1820
51503,"333c","C","HZ","O","ct_9","59","CDI",45467,"tr_6",1972
51506,"451a","C","HZ","O","ct_9","59","CDI",22794,"tr_6",1962
51516,"341a","C","PZ","O","ct_8","59","CDI",17888,"tr_4",1365
51520,"422c","C","PZ","O","ct_8","59","CDI",16024,"tr_5",1553
51523,"475b","C","CM","O","ct_9","59","CDI",24996,"tr_4",1971
51527,"683a","P","GZ","A","ct_9","59","APP",2237,"tr_6",305
51537,"525b","P","OZ","O","ct_2","59","AUT",14225,"tr_5",1470
51538,"372b","C","FZ","O","ct_9","59","CDI",26559,"tr_5",1295
51539,"421b","C","PZ","O","ct_8","59","CDI",20034,"tr_1",1846
51548,"551a","C","GZ","O","ct_9","59","CDI",18797,"tr_3",1820
51551,"634b","C","FZ","O","ct_9","59","CDD",23797,"tr_1",1537
51556,"463d","C","MA","O","ct_9","92","CDI",37932,"tr_6",2200
51563,"627f","C","CC","O","ct_9","59","CDI",20890,"tr_5",1895
51568,"545b","C","KZ","O","ct_9","59","CDI",27337,"tr_1",1820
51569,"463d","C","GZ","O","ct_9","59","CDI",34015,"tr_1",NA
51575,"656c","C","HZ","O","ct_8","59","CDI",52099,"tr_4",2200
51584,"676e","C","QB","O","ct_8","59","CDI",6938,"tr_6",1694
51591,"545b","C","KZ","O","ct_9","59","CDI",34578,"tr_1",1820
51596,"551a","C","GZ","O","ct_9","59","CDI",18566,"tr_1",1973
51598,"524c","C","OZ","O","ct_2","59","CDI",16964,"tr_4",1821
51615,"563b","F","QB","O","ct_7","59","CDI",3657,"tr_0",521
51621,"526b","P","OZ","X","ct_2","59","AUT",7785,"tr_6",1055
51624,"628g","P","CB","O","ct_9","59","CDI",9499,"tr_6",924
51633,"673c","C","CL","O","ct_9","59","CDI",17072,"tr_6",1835
51637,"461d","C","QB","O","ct_8","59","CDI",18567,"tr_3",1820
51641,"472b","C","HZ","O","ct_5","59","CDI",30282,"tr_6",1820
51647,"388a","C","MA","O","ct_9","59","CDI",31597,"tr_1",1819
51657,"525b","P","PZ","O","ct_8","59","CDI",10604,"tr_3",1291
51659,"341a","P","PZ","O","ct_1","62","TOA",5952,"tr_4",278
51660,"526a","C","QA","O","ct_8","59","CDI",19693,"tr_6",1820
51662,"543g","C","SZ","O","ct_8","62","CDI",18967,"tr_2",1820
51666,"467a","C","MA","A","ct_9","59","APP",12662,"tr_2",1806
51667,"451a","C","HZ","O","ct_9","28","CDI",22083,"tr_6",1820
51672,"563c","C","TZ","O","ct_7","59","CDI",7398,"tr_1",560
51674,"463e","C","LZ","O","ct_6","59","CDI",20128,"tr_1",231
51677,"526e","C","QA","O","ct_9","59","CDI",17519,"tr_1",1908
51678,"375b","C","MA","O","ct_9","59","CDI",50789,"tr_6",2200
51692,"551a","C","GZ","O","ct_6","59","CDI",11071,"tr_3",611
51694,"374d","C","GZ","O","ct_9","85","CDI",50050,"tr_5",1820
51697,"481b","C","EZ","O","ct_9","59","CDI",47900,"tr_0",2027
51700,"543f","C","GZ","O","ct_9","59","CDI",23731,"tr_3",1820
51701,"633a","C","FZ","O","ct_9","59","CDI",22224,"tr_1",1818
51703,"380a","C","NZ","O","ct_9","59","CDI",51574,"tr_1",2200
51706,"681a","C","FZ","O","ct_9","59","CDI",13322,"tr_1",1615
51717,"526b","C","QA","O","ct_9","59","CDI",25612,"tr_1",2056
51725,"526a","C","QA","O","ct_6","59","CDI",18723,"tr_5",1820
51735,"388a","P","CL","O","ct_9","59","CDI",28859,"tr_6",1304
51750,"462b","C","GZ","A","ct_9","59","APP",15270,"tr_4",1422
51769,"652a","C","NZ","O","ct_9","59","TTP",20338,"tr_6",1087
51771,"632g","C","FZ","O","ct_9","59","CDI",19659,"tr_3",1625
51773,"563c","C","TZ","O","ct_7","62","CDI",7897,"tr_1",845
51774,"563b","P","OZ","O","ct_2","59","AUT",13142,"tr_5",1556
51781,"526b","C","MA","O","ct_9","59","CDI",30636,"tr_2",2028
51783,"523c","P","OZ","O","ct_2","59","CDD",8935,"tr_6",988
51789,"546c","C","HZ","O","ct_6","59","CDD",13796,"tr_5",775
51796,"333c","C","HZ","O","ct_9","59","CDI",22306,"tr_6",1820
51803,"421b","C","PZ","O","ct_8","59","CDI",27752,"tr_2",1832
51804,"561d","C","GZ","O","ct_6","59","CDI",14156,"tr_1",1820
51811,"623e","C","FZ","O","ct_9","59","CDI",19139,"tr_5",1299
51817,"561d","P","IZ","O","ct_9","59","CDI",8533,"tr_4",1201
51818,"434d","P","OZ","O","ct_2","59","AUT",21433,"tr_6",1165
51821,"461b","C","CK","O","ct_9","59","CDI",32969,"tr_1",2028
51825,"554g","P","GZ","O","ct_9","59","CDI",2279,"tr_6",190
51827,"526b","P","QA","O","ct_6","59","CDI",18585,"tr_1",1299
51832,"462e","C","GZ","O","ct_9","92","CDI",51241,"tr_5",2200
51835,"488b","C","IZ","O","ct_9","59","CDI",25047,"tr_1",1933
51839,"385b","C","CA","O","ct_9","59","CDI",35965,"tr_6",1953
51840,"563a","C","OZ","O","ct_2","59","AUT",48968,"tr_6",1859
51849,"543g","C","MA","O","ct_9","59","CDI",17276,"tr_2",1915
51853,"423a","C","PZ","O","ct_9","59","CDI",14752,"tr_1",1838
51855,"628a","C","FZ","O","ct_9","59","CDI",24809,"tr_5",1652
51864,"374d","C","MA","O","ct_9","59","CDI",57371,"tr_3",1820
51865,"676c","C","HZ","O","ct_9","59","CDI",16611,"tr_5",1819
51868,"632g","C","FZ","O","ct_9","59","CDI",17731,"tr_2",1467
51872,"653a","C","GZ","O","ct_9","59","CDI",16643,"tr_3",2040
51874,"676c","C","NZ","O","ct_9","59","TTP",14380,"tr_2",1026
51885,"463e","P","GZ","O","ct_6","59","CDI",11636,"tr_1",876
51897,"465a","C","GZ","O","ct_9","59","CDI",31002,"tr_4",2381
51906,"632k","C","QB","O","ct_8","59","CDI",16382,"tr_2",1820
51915,"526d","C","QB","O","ct_8","59","CDI",17256,"tr_5",1787
51917,"636d","P","IZ","O","ct_9","59","CDI",8038,"tr_1",912
51919,"681a","C","FZ","O","ct_9","59","CDI",11380,"tr_1",1068
51940,"541d","C","LZ","O","ct_9","59","CDD",18067,"tr_6",1329
51943,"542a","C","HZ","O","ct_9","59","CDI",23925,"tr_1",2079
51948,"684a","P","NZ","O","ct_9","59","CDI",12553,"tr_2",1509
51951,"477b","C","CL","O","ct_9","62","CDI",36996,"tr_6",1410
51961,"636d","C","IZ","O","ct_9","59","CDI",12923,"tr_0",1217
51962,"342b","C","PZ","O","ct_8","59","CDI",72798,"tr_4",1868
51968,"541c","C","QB","O","ct_8","59","CDI",21669,"tr_4",2209
51971,"477a","C","CH","O","ct_9","59","CDI",21544,"tr_5",1923
51980,"554a","C","GZ","O","ct_9","59","CDI",26145,"tr_2",2629
51985,"372b","C","OZ","O","ct_8","59","CDI",49166,"tr_6",1848
51986,"373b","C","HZ","O","ct_9","59","CDI",45595,"tr_3",1721
51992,"534a","C","NZ","O","ct_9","59","CDI",15491,"tr_3",1855
51994,"676c","C","HZ","O","ct_9","59","CDI",19901,"tr_5",1820
51995,"676e","P","QB","X","ct_8","59","CDI",4333,"tr_5",1357
51998,"333c","C","HZ","O","ct_9","18","CDI",24661,"tr_2",1821
52001,"526a","C","QA","O","ct_9","59","CDI",17238,"tr_6",1400
52004,"333f","C","OZ","O","ct_2","59","CDI",39177,"tr_6",1820
52008,"333f","C","OZ","O","ct_2","59","AUT",25060,"tr_6",2028
52021,"526d","C","QB","O","ct_8","59","CDI",17947,"tr_3",1825
52027,"376b","P","KZ","O","ct_9","59","CDI",27792,"tr_6",1638
52028,"634c","C","GZ","O","ct_9","59","CDI",15607,"tr_3",2070
52030,"341a","C","PZ","O","ct_8","59","CDI",39775,"tr_3",1820
52041,"461c","C","QB","O","ct_8","59","CDI",10868,"tr_4",1335
52042,"641b","C","HZ","O","ct_9","59","CDI",8165,"tr_6",592
52056,"552a","C","GZ","O","ct_9","59","CDI",15678,"tr_4",1820
52059,"423b","C","CL","O","ct_9","59","CDI",28100,"tr_6",1630
52068,"467c","C","OZ","O","ct_1","59","CDI",31138,"tr_4",1823
52072,"333d","C","JB","O","ct_9","59","CDI",61264,"tr_6",2200
52075,"421b","C","PZ","O","ct_8","59","CDI",20185,"tr_2",1820
52077,"561e","C","IZ","O","ct_9","59","CDI",18563,"tr_1",1987
52078,"626b","C","CH","O","ct_9","59","CDI",26257,"tr_6",1712
52079,"563a","D","QB","O","ct_7","59","CDI",8516,"tr_1",3000
52080,"475b","C","CE","O","ct_9","59","CDI",27306,"tr_5",1982
52084,"478a","C","JA","O","ct_9","59","CDI",20266,"tr_3",1790
52089,"461d","C","QB","O","ct_8","59","CDI",16309,"tr_3",1820
52093,"524c","C","OZ","O","ct_2","59","AUT",19516,"tr_5",1820
52095,"525d","P","QB","O","ct_8","59","CDI",15535,"tr_5",1398
52098,"462e","C","LZ","O","ct_5","59","CDI",26480,"tr_5",1755
52100,"462b","C","GZ","O","ct_9","95","CDI",35938,"tr_4",2200
52106,"451a","C","HZ","O","ct_9","59","CDI",20845,"tr_6",1809
52118,"312a","C","MA","O","ct_9","59","CDI",54740,"tr_2",2200
52119,"382d","C","FZ","O","ct_9","59","CDI",44464,"tr_5",1809
52121,"451a","C","HZ","O","ct_9","59","CDI",25517,"tr_6",1820
52124,"626c","C","CC","O","ct_9","59","CDI",28603,"tr_5",1881
52126,"542a","C","KZ","O","ct_6","59","CDI",27248,"tr_1",2028
52132,"433d","P","GZ","O","ct_8","59","CDI",14004,"tr_2",1454
52135,"383b","C","CG","O","ct_9","91","CDI",55230,"tr_3",2200
52152,"554e","C","GZ","O","ct_9","59","CDI",17625,"tr_1",1761
52155,"684a","P","NZ","O","ct_9","59","CDI",4803,"tr_5",504
52160,"388c","C","JC","O","ct_9","59","CDI",37238,"tr_2",1820
52165,"636d","C","IZ","O","ct_9","59","CDI",20811,"tr_1",2339
52169,"652a","C","HZ","O","ct_9","62","CDI",17331,"tr_4",1826
52173,"542a","C","NZ","O","ct_9","59","CDI",16585,"tr_1",1820
52178,"434d","C","QB","O","ct_8","62","CDI",27903,"tr_4",1820
52187,"388c","C","JC","O","ct_9","59","CDI",31435,"tr_6",1702
52194,"461d","C","MC","O","ct_6","59","CDI",27000,"tr_1",1757
52198,"627f","C","CC","O","ct_9","59","CDI",21696,"tr_3",2200
52202,"431f","P","QA","O","ct_8","59","CDI",18290,"tr_1",1246
52212,"691a","C","NZ","O","ct_8","59","CDI",15909,"tr_1",1828
52223,"552a","P","GZ","O","ct_9","59","CDI",7999,"tr_4",824
52226,"675a","C","CB","O","ct_9","59","CDI",14305,"tr_1",1813
52241,"681b","C","NZ","O","ct_9","59","TTP",15282,"tr_3",443
52243,"484a","C","CA","O","ct_9","62","CDI",50212,"tr_6",1826
52248,"676d","P","HZ","O","ct_9","59","CDI",7973,"tr_3",827
52258,"387b","C","HZ","O","ct_9","59","CDI",33850,"tr_5",1704
52259,"382a","C","MA","O","ct_9","59","CDI",17111,"tr_2",1001
52264,"461c","C","NZ","O","ct_9","59","CDI",20835,"tr_1",1820
52268,"684a","P","NZ","O","ct_9","59","CDI",15033,"tr_6",1686
52276,"563c","C","TZ","O","ct_7","59","CDI",1092,"tr_1",170
52277,"434d","C","QB","O","ct_8","59","CDI",24848,"tr_2",1820
52279,"641b","C","HZ","O","ct_9","59","CDI",26740,"tr_6",2153
52284,"632k","P","QB","X","ct_8","59","AUT",7887,"tr_6",1248
52299,"563b","P","QB","O","ct_8","59","CDI",6078,"tr_5",926
52302,"461c","C","GZ","O","ct_9","59","CDI",58185,"tr_2",2200
52307,"342d","C","PZ","O","ct_4","59","CDI",30032,"tr_4",1820
52310,"472c","C","FZ","O","ct_9","59","CDI",16245,"tr_2",2034
52311,"543b","C","LZ","O","ct_9","59","CDI",29523,"tr_3",1820
52323,"632b","C","CG","O","ct_9","59","CDI",23534,"tr_2",1870
52333,"474c","C","CL","O","ct_9","59","CDI",25013,"tr_0",1901
52345,"545d","C","OZ","O","ct_8","59","CDI",23380,"tr_6",1813
52350,"477b","C","CE","O","ct_9","59","CDI",37728,"tr_5",2004
52358,"423b","C","CL","O","ct_9","59","CDI",34836,"tr_6",1840
52367,"632j","P","FZ","O","ct_6","59","CDI",12526,"tr_1",882
52369,"423a","P","PZ","O","ct_6","59","CDI",10630,"tr_1",1247
52370,"387d","C","MA","O","ct_9","59","CDI",28865,"tr_3",1976
52380,"433d","P","GZ","O","ct_8","59","CDI",14080,"tr_2",1454
52386,"344a","C","QA","O","ct_8","59","CDI",55363,"tr_6",3000
52388,"463c","C","GZ","O","ct_9","67","CDI",34024,"tr_3",1976
52389,"461f","C","DZ","X","ct_9","59","AUT",12652,"tr_6",1660
52392,"387b","C","GZ","O","ct_9","59","CDI",38021,"tr_4",1840
52411,"543f","C","GZ","O","ct_9","59","CDI",18241,"tr_1",1820
52417,"332b","C","QA","O","ct_3","59","CDI",25481,"tr_6",1820
52427,"652a","C","GZ","O","ct_9","59","CDI",16821,"tr_2",2012
52431,"481b","C","FZ","O","ct_9","59","CDI",26381,"tr_3",1901
52432,"673a","F","CL","O","ct_9","59","CDI",9611,"tr_5",635
52434,"525d","P","QB","O","ct_8","62","CDI",9602,"tr_4",1100
52437,"311d","P","QB","O","ct_8","59","CDI",21977,"tr_3",1273
52441,"673c","C","CL","O","ct_9","59","CDI",8587,"tr_6",694
52444,"462b","C","GZ","O","ct_9","59","CDI",18346,"tr_2",1821
52445,"525d","C","QB","O","ct_8","59","CDI",20746,"tr_4",1826
52446,"534a","C","NZ","O","ct_6","62","CDI",14813,"tr_3",1857
52447,"526b","C","QA","O","ct_6","59","CDI",16832,"tr_1",1827
52451,"433a","C","QA","O","ct_1","59","CDI",33019,"tr_4",1929
52458,"523c","C","OZ","O","ct_2","59","AUT",12018,"tr_6",1213
52467,"631a","C","NZ","O","ct_9","59","AUT",21116,"tr_4",1012
52468,"473b","C","CJ","O","ct_9","62","CDI",22979,"tr_5",1946
52470,"545d","C","OZ","O","ct_8","59","CDI",26162,"tr_6",1848
52472,"534a","C","NZ","O","ct_9","59","CDI",16309,"tr_5",1659
52488,"525d","C","QB","O","ct_8","59","CDI",15708,"tr_2",1827
52489,"526a","C","QB","O","ct_8","62","CDI",16117,"tr_3",1820
52490,"389a","C","NZ","O","ct_9","59","CDI",40189,"tr_5",1776
52492,"462c","C","NZ","O","ct_9","59","CDI",20279,"tr_5",1816
52494,"625c","C","CA","O","ct_9","59","CDI",36495,"tr_6",1938
52514,"388a","C","KZ","O","ct_9","59","CDI",28548,"tr_5",1813
52528,"462b","C","GZ","O","ct_9","59","CDI",25901,"tr_1",1978
52535,"472c","C","FZ","O","ct_9","59","CDI",25198,"tr_2",1820
52538,"421a","C","QB","O","ct_8","59","CDI",16330,"tr_5",1969
52541,"625f","C","CA","O","ct_9","59","CDI",29593,"tr_5",1814
52544,"624e","C","MA","O","ct_9","59","CDI",20680,"tr_1",2054
52545,"554a","P","IZ","O","ct_9","59","CDI",10838,"tr_1",1135
52546,"561b","K","IZ","O","ct_6","59","CDD",5879,"tr_3",430
52550,"354g","F","RZ","O","ct_8","59","CDI",13540,"tr_3",1112
52551,"466b","C","HZ","O","ct_9","59","CDI",56624,"tr_3",2200
52552,"467a","C","KZ","O","ct_9","59","CDI",1312,"tr_1",71
52556,"341a","C","PZ","O","ct_8","59","CDI",22531,"tr_3",1770
52561,"627f","C","CC","O","ct_9","59","CDI",20347,"tr_5",1820
52565,"673a","C","CH","O","ct_9","73","CDI",27135,"tr_2",2206
52574,"421b","P","PZ","O","ct_2","59","AUT",18165,"tr_1",1555
52576,"462b","C","GZ","O","ct_6","59","CDI",17732,"tr_1",2028
52580,"561c","C","IZ","O","ct_9","59","CDI",20788,"tr_1",1166
52581,"545a","C","KZ","O","ct_9","59","CDI",15732,"tr_6",1788
52582,"374d","P","GZ","O","ct_9","69","CDI",60671,"tr_1",1455
52589,"461f","C","SZ","O","ct_4","59","CDI",26725,"tr_5",1820
52590,"464a","C","MA","O","ct_8","59","CDI",24710,"tr_6",1819
52592,"431f","C","QA","O","ct_9","59","CDI",16919,"tr_6",1196
52594,"421b","C","PZ","O","ct_8","62","CDI",21741,"tr_2",1832
52595,"632k","C","QB","O","ct_8","59","CDI",14915,"tr_4",1629
52602,"641b","C","HZ","O","ct_9","59","CDI",22174,"tr_6",2135
52603,"463b","C","FZ","O","ct_9","59","CDI",51507,"tr_1",2028
52605,"642b","F","HZ","O","ct_9","59","TOA",4847,"tr_5",443
52629,"374a","C","SZ","O","ct_9","62","CDI",26426,"tr_4",1237
52630,"474b","C","CL","O","ct_9","80","CDI",25395,"tr_6",1820
52641,"467b","C","KZ","O","ct_9","59","CDI",28782,"tr_5",1820
52643,"388c","C","GZ","O","ct_9","59","CDI",46884,"tr_6",1820
52644,"525d","P","QA","X","ct_3","59","AUT",1647,"tr_6",219
52652,"641b","C","HZ","O","ct_9","59","CDI",22572,"tr_6",1975
52659,"524c","P","QB","O","ct_2","59","CDI",11246,"tr_1",884
52668,"625h","C","DZ","O","ct_9","59","CDI",30567,"tr_4",1818
52669,"526a","C","QA","O","ct_6","59","CDI",19065,"tr_5",1820
52681,"341a","C","PZ","O","ct_1","59","AUT",49744,"tr_5",1820
52684,"341a","C","PZ","O","ct_8","59","CDI",21065,"tr_5",1832
52687,"554a","C","GZ","O","ct_9","93","CDI",5153,"tr_1",599
52708,"372a","C","PZ","O","ct_9","59","CDI",62990,"tr_3",2200
52720,"525d","P","QB","O","ct_3","59","CDI",3863,"tr_3",455
52728,"472c","C","FZ","O","ct_9","59","CDI",32925,"tr_3",2132
52729,"654b","C","EZ","O","ct_9","59","CDI",22648,"tr_1",2078
52735,"373b","C","MA","O","ct_9","59","CDI",24083,"tr_6",1870
52738,"653a","C","FZ","O","ct_9","59","CDI",14073,"tr_3",1668
52742,"526a","C","QA","O","ct_3","59","CDD",13447,"tr_6",1520
52746,"628e","C","EZ","O","ct_9","59","CDI",32834,"tr_3",1804
52750,"421b","C","PZ","O","ct_8","59","CDI",27679,"tr_2",1820
52755,"525b","C","PZ","O","ct_8","59","CDI",14182,"tr_6",1814
52759,"481b","C","FZ","O","ct_9","59","CDI",31798,"tr_4",1523
52775,"641a","C","GZ","O","ct_9","59","CDI",15728,"tr_4",1820
52783,"465a","C","GZ","O","ct_9","59","CDI",26016,"tr_3",2184
52789,"637b","Y","SZ","O","ct_8","62","CDI",14029,"tr_1",367
52799,"353c","C","JA","O","ct_9","59","CDI",40960,"tr_1",1820
52810,"342b","C","PZ","O","ct_1","59","AUT",32619,"tr_6",1820
52811,"461b","P","PZ","X","ct_1","59","AUT",6489,"tr_6",693
52837,"631a","P","QB","X","ct_8","59","AUT",5213,"tr_5",1248
52839,"636a","C","GZ","A","ct_9","59","APP",7767,"tr_1",1077
52842,"461d","C","DZ","O","ct_9","59","CDI",25789,"tr_6",1820
52848,"563b","K","OZ","O","ct_8","62","CDD",11118,"tr_6",1107
52849,"563a","D","QB","O","ct_7","59","CDI",8981,"tr_1",917
52850,"525d","P","QA","O","ct_9","59","CDI",8064,"tr_4",1075
52851,"341a","C","PZ","O","ct_8","59","CDI",37146,"tr_5",1820
52855,"341a","P","PZ","O","ct_8","59","CDI",19867,"tr_3",1219
52861,"543g","C","MA","O","ct_9","59","AUT",22071,"tr_2",1923
52870,"676c","C","HZ","O","ct_9","59","CDD",7605,"tr_6",615
52879,"374d","C","GZ","O","ct_9","59","CDI",30876,"tr_5",2097
52882,"633a","C","PZ","O","ct_8","59","CDI",22052,"tr_5",1936
52884,"525d","P","QA","O","ct_9","59","CDI",8045,"tr_5",776
52899,"388b","P","MA","O","ct_9","92","CDI",28101,"tr_5",1481
52903,"523c","P","OZ","O","ct_2","59","CDD",2822,"tr_6",249
52906,"474b","C","CL","O","ct_9","78","CDI",38647,"tr_6",2005
52909,"376d","C","KZ","O","ct_9","59","CDI",40458,"tr_3",1820
52911,"433d","P","GZ","O","ct_6","59","CDI",15222,"tr_1",1404
52914,"543g","P","LZ","O","ct_9","59","CDI",9875,"tr_0",789
52921,"462e","C","GZ","O","ct_9","51","CDI",28997,"tr_5",1827
52922,"475b","C","CA","O","ct_9","59","CDI",27575,"tr_4",1820
52923,"341a","C","PZ","O","ct_8","59","CDI",26467,"tr_3",1823
52924,"373d","P","MA","O","ct_9","59","CDI",30168,"tr_2",1668
52926,"676e","C","SZ","O","ct_9","59","CDD",16600,"tr_5",1885
52933,"676e","C","CG","O","ct_9","59","CDI",15417,"tr_2",1778
52950,"624c","C","CL","O","ct_9","59","CDI",20686,"tr_6",1780
52951,"423b","C","PZ","O","ct_9","59","CDD",5479,"tr_2",429
52952,"461d","C","MA","O","ct_9","59","CDI",19930,"tr_4",1820
52972,"623e","C","CH","O","ct_9","59","CDI",21207,"tr_1",2028
52977,"628c","C","CL","O","ct_9","59","CDI",27252,"tr_6",1789
52988,"676c","C","GZ","O","ct_9","59","CDI",15205,"tr_6",1773
52995,"543f","C","CG","O","ct_9","59","CDI",20624,"tr_3",1978
53005,"554e","P","GZ","O","ct_9","59","CDI",13637,"tr_1",1227
53009,"556a","C","GZ","O","ct_9","69","CDI",29127,"tr_3",1820
53010,"380a","C","FZ","O","ct_9","59","CDI",56792,"tr_4",2503
53013,"543b","C","MA","O","ct_9","59","CDI",14445,"tr_4",1274
53017,"432b","P","QB","O","ct_8","59","CDI",23586,"tr_5",1456
53020,"475b","C","CA","O","ct_9","62","CDI",23131,"tr_5",1836
53029,"542b","P","MA","O","ct_6","59","CDI",13208,"tr_1",1710
53033,"554a","C","CA","A","ct_9","59","APP",6919,"tr_2",1725
53039,"474c","C","CL","O","ct_9","59","CDI",36741,"tr_6",2200
53040,"632g","C","FZ","O","ct_9","59","CDI",14073,"tr_3",1510
53043,"462e","C","CG","O","ct_9","59","CDI",9128,"tr_3",606
53044,"374c","P","MA","O","ct_9","59","CDI",33253,"tr_6",1522
53048,"627f","C","MA","O","ct_9","93","CDI",13001,"tr_6",1819
53049,"385b","P","CL","O","ct_9","59","CDI",27757,"tr_6",1049
53059,"633b","C","SZ","O","ct_9","59","CDI",15975,"tr_1",2068
53063,"653a","P","HZ","O","ct_9","59","CDI",13787,"tr_5",1455
